Part Type,Part Number,Schematic Part,Part Value,"Capacitance @ Vr, F",Current - Average Rectified (Io),Current - Reverse Leakage @ Vr,Reverse Recovery Time (trr),Speed,Voltage - DC Reverse (Vr) (Max),Voltage - Forward (Vf) (Max) @ If,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE,SBRS8140T3G,diodes\Diode,,,1A,1mA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,600mV @ 1A,,,"DO-214AA, SMB",,,,http://www.onsemi.com/pub/Collateral/MBRS140T3-D.PDF,DIODE SCHOTTKY 40V 1A SMB,Surface Mount,,2,-65°C ~ 125°C,,ON Semiconductor,,,
DIODE,SS2H10-E3/5BT,diodes\Diode,,,2A,10µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,790mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88750/ss2h9.pdf,DIODE SCHOTTKY 100V 2A DO214AA,Surface Mount,,2,-65°C ~ 175°C,,Vishay Semiconductor Diodes Division,,,
DIODE,NRVBS260T3G-VF01,diodes\Diode,,,2A,200µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,630mV @ 2A,,,"DO-214AA, SMB",,,,http://www.onsemi.com/pub/Collateral/MBRS260T3-D.PDF,DIODE SCHOTTKY 60V 2A SMB,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,SS25-E3/52T,diodes\Diode,,,2A,400µA @ 50V,,"Fast Recovery =< 500ns, > 200mA (Io)",50V,700mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88748/ss22.pdf,DIODE SCHOTTKY 50V 2A DO214AA,Surface Mount,,2,-65°C ~ 125°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS23-E3/52T,diodes\Diode,,,2A,400µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,500mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88748/ss22.pdf,DIODE SCHOTTKY 30V 2A DO214AA,Surface Mount,,2,-65°C ~ 125°C,,Vishay Semiconductor Diodes Division,,,
DIODE,VSSB7L45-M3/52T,diodes\Diode,,"1068pF @ 4V, 1MHz",3.8A,1.6mA @ 45V,,"Fast Recovery =< 500ns, > 200mA (Io)",45V,430mV @ 3.5A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/87792/vssb7l45-m3.pdf,DIODE SCHOTTKY 45V 3.8A DO214AA,Surface Mount,,2,-40°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,VSSB410S-E3/52T,diodes\Diode,,"230pF @ 4V, 1MHz",1.9A (DC),250µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,770mV @ 4A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88869/packaging.pdf,DIODE SCHOTTKY 100V 1.9A DO214AA,Surface Mount,,2,-40°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS2H10HE3_A/H,diodes\Diode,,,2A,10µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,790mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88750/ss2h9.pdf,DIODE SCHOTTKY 100V 2A DO214AA,Surface Mount,,2,-65°C ~ 175°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS2H9-E3/52T,diodes\Diode,,,2A,10µA @ 90V,,"Fast Recovery =< 500ns, > 200mA (Io)",90V,790mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88750/ss2h9.pdf,DIODE SCHOTTKY 90V 2A DO214AA,Surface Mount,,2,-65°C ~ 175°C,,Vishay Semiconductor Diodes Division,,,
DIODE,NBRS2H100T3G,diodes\Diode,,,2A,8µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,790mV @ 2A,,,"DO-214AA, SMB",,,,http://www.onsemi.com/pub/Collateral/MBRS2H100-D.PDF,DIODE SCHOTTKY 100V 2A SMB,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,SK315B R5G,diodes\Diode,,,3A,100µA @ 150V,,"Fast Recovery =< 500ns, > 200mA (Io)",150V,950mV @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/SK32B%20SERIES_N1705.pdf,DIODE SCHOTTKY 150V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,SSB44HR5G,diodes\Diode,,"235pF @ 4V, 1MHz",4A,200µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 4A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/SSB44_A1705.pdf,DIODE SCHOTTKY 40V 4A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,SK310B R5G,diodes\Diode,,,3A,100µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/SK32B%20SERIES_N1705.pdf,DIODE SCHOTTKY 100V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,CMSH3-40M TR13 PBFREE,diodes\Diode,,"280pF @ 4V, 1MHz",3A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 3A,,,"DO-214AA, SMB",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSH3-20M_40M_60M_100M.PDF,DIODE SCHOTTKY 40V 3A SMB,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE,5819SMJE3/TR13,diodes\Diode,,,1A,1mA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 1A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Microsemi%20PDFs/5817SMG-5819SMG.pdf,DIODE SCHOTTKY 40V 1A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Microsemi Corporation,,,
DIODE,CMSH3-60M TR13 PBFREE,diodes\Diode,,"280pF @ 4V, 1MHz",3A,500µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,750mV @ 3A,,,"DO-214AA, SMB",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSH3-20M_40M_60M_100M.PDF,DIODE SCHOTTKY 60V 3A SMB,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE,GB02SLT12-214,diodes\Diode,,"131pF @ 1V, 1MHz",2A (DC),50µA @ 1200V,,No Recovery Time > 500mA (Io),1200V,1.8V @ 1A,,,"DO-214AA, SMB",,,,https://www.genesicsemi.com/schottky_mps/GB02SLT12-214.pdf,DIODE SCHOTTKY 1.2KV 2A DO214AA,Surface Mount,,2,-55°C ~ 175°C,,GeneSiC Semiconductor,,,
DIODE,10BQ040TR,diodes\Diode,,"80pF @ 5V, 1MHz",1A,1mA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,700mV @ 2A,,,"DO-214AA, SMB",,,,http://www.smc-diodes.com/propdf/10BQ040%20N0644%20REV.A.pdf,DIODE SCHOTTKY 40V 1A SMB,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,10BQ030TR,diodes\Diode,,"200pF @ 5V, 1MHz",1A,1mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,420mV @ 1A,,,"DO-214AA, SMB",,,,http://www.smc-diodes.com/propdf/10BQ030%20N0643%20REV.A.pdf,DIODE SCHOTTKY 30V 1A SMB,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,CDBB1200-HF,diodes\Diode,,"120pF @ 4V, 1MHz",1A,500µA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,900mV @ 1A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/CDBB1150-HF%20Thru509529.%20CDBB1200-HF%20RevB.pdf,DIODE SCHOTTKY 200V 1A DO214AA,Surface Mount,,2,-50°C ~ 175°C,,Comchip Technology,,,
DIODE,B260Q-13-F,diodes\Diode,,"200pF @ 40V, 1MHz",2A,500µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 2A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds13004.pdf,DIODE SCHOTTKY 60V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,CDBB240-G,diodes\Diode,,,2A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 2A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Comchip%20PDFs/CDBB220-G2100_Thru_CDBB2100-G.pdf,DIODE SCHOTTKY 40V 2A DO214AA,Surface Mount,,2,-55°C ~ 125°C,,Comchip Technology,,,
DIODE,SK3150B-LTP,diodes\Diode,,"100pF @ 4V, 1MHz",3A,200µA @ 150V,,"Fast Recovery =< 500ns, > 200mA (Io)",150V,860mV @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK3150B-L(DO-214AA).pdf,DIODE SCHOTTKY 150V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,VS-20BQ030HM3/5BT,diodes\Diode,,"200pF @ 5V, 1MHz",2A,500µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,470mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/95726/vs-20bq030hm3.pdf,DIODE SCHOTTKY 30V 2A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS29-E3/52T,diodes\Diode,,,1.5A,30µA @ 90V,,"Fast Recovery =< 500ns, > 200mA (Io)",90V,750mV @ 1A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88749/ss29.pdf,DIODE SCHOTTKY 90V 1.5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,B230-13-F,diodes\Diode,,"200pF @ 4V, 1MHz",2A,500µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,500mV @ 2A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds13004.pdf,DIODE SCHOTTKY 30V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,SK510B-LTP,diodes\Diode,,"200pF @ 4V, 1MHz",5A,1µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 5A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK52B-L-SK520B-L(DO-214AA).pdf,DIODE SCHOTTKY 100V 5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,B2100-13-F,diodes\Diode,,"75pF @ 4V, 1MHz",2A,7µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,790mV @ 2A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds30021.pdf,DIODE SCHOTTKY 100V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,B280-13-F,diodes\Diode,,"75pF @ 4V, 1MHz",2A,7mA @ 80V,,"Fast Recovery =< 500ns, > 200mA (Io)",80V,790mV @ 2A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds30021.pdf,DIODE SCHOTTKY 80V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,B340B-13-F,diodes\Diode,,"200pF @ 4V, 1MHz",3A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 3A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/B320B-B360B_Rev10-2.pdf,DIODE SCHOTTKY 40V 3A SMB,Surface Mount,,2,-55°C ~ 150°C,,Diodes Incorporated,,,
DIODE,B340LB-13-F,diodes\Diode,,"180pF @ 4V, 1MHz",3A,2mA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,450mV @ 3A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds30240.pdf,DIODE SCHOTTKY 40V 3A SMB,Surface Mount,,2,-55°C ~ 125°C,,Diodes Incorporated,,,
DIODE,B360B-13-F,diodes\Diode,,"200pF @ 4V, 1MHz",3A,500µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 3A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/B320B-B360B_Rev10-2.pdf,DIODE SCHOTTKY 60V 3A SMB,Surface Mount,,2,-55°C ~ 150°C,,Diodes Incorporated,,,
DIODE,B330B-13-F,diodes\Diode,,"200pF @ 4V, 1MHz",3A,500µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,500mV @ 3A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/B320B-B360B_Rev10-2.pdf,DIODE SCHOTTKY 30V 3A SMB,Surface Mount,,2,-55°C ~ 150°C,,Diodes Incorporated,,,
DIODE,MBRS360BT3G,diodes\Diode,,,3A,30µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,630mV @ 3A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MBRS360T3-D.PDF,DIODE SCHOTTKY 60V 3A SMB,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,SK44BL-TP,diodes\Diode,,,4A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,450mV @ 4A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK42BL-SK44BL(DO-214AA).pdf,DIODE SCHOTTKY 40V 4A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,CDBB5100-HF,diodes\Diode,,"300pF @ 4V, 1MHz",5A,500µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,700mV @ 5A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/CDBB540-HF%20Thru194781.%20CDBB5100-HF%20RevD.pdf,DIODE SCHOTTKY 100V 5A DO214AA,Surface Mount,,2,-55°C ~ 125°C,,Comchip Technology,,,
DIODE,MBRS3200T3G,diodes\Diode,,,3A,1mA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,840mV @ 3A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MBRS3200T3-D.PDF,DIODE SCHOTTKY 200V 3A SMB,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,STPS3H100U,diodes\Diode,,,3A,1µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,840mV @ 3A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STPS3H100.pdf,DIODE SCHOTTKY 100V 3A SMB,Surface Mount,,2,175°C (Max),,STMicroelectronics,,,
DIODE,STPS3L60U,diodes\Diode,,,3A,150µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,620mV @ 3A,,,"DO-214AA, SMB",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/f1/36/7c/87/be/b1/40/67/CD00002286.pdf/files/CD00002286.pdf/jcr:content/translations/en.CD00002286.pdf,DIODE SCHOTTKY 60V 3A SMB,Surface Mount,,2,150°C (Max),,STMicroelectronics,,,
DIODE,B350B-13-F,diodes\Diode,,"200pF @ 4V, 1MHz",3A,500µA @ 50V,,"Fast Recovery =< 500ns, > 200mA (Io)",50V,700mV @ 3A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/B320B-B360B_Rev10-2.pdf,DIODE SCHOTTKY 50V 3A SMB,Surface Mount,,2,-55°C ~ 150°C,,Diodes Incorporated,,,
DIODE,STPS340U,diodes\Diode,,,3A,20µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,630mV @ 3A,,,"DO-214AA, SMB",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/bb/db/21/0c/04/d9/41/a5/CD00000844.pdf/files/CD00000844.pdf/jcr:content/translations/en.CD00000844.pdf,DIODE SCHOTTKY 40V 3A SMB,Surface Mount,,2,150°C (Max),,STMicroelectronics,,,
DIODE,SSB44-E3/52T,diodes\Diode,,,4A,400µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,490mV @ 4A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88884/ssb43l.pdf,DIODE SCHOTTKY 40V 4A DO214AA,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,STPS5L60U,diodes\Diode,,,5A,220µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,520mV @ 5A,,,"DO-214AA, SMB",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/57/3c/bc/f9/25/f5/43/2b/CD00002924.pdf/files/CD00002924.pdf/jcr:content/translations/en.CD00002924.pdf,DIODE SCHOTTKY 60V 5A SMB,Surface Mount,,2,150°C (Max),,STMicroelectronics,,,
DIODE,B360B-E3/52T,diodes\Diode,,,3A,100µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,660mV @ 3A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/89122/b360b.pdf,DIODE SCHOTTKY 60V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,STPS3150U,diodes\Diode,,,3A,2µA @ 150V,,"Fast Recovery =< 500ns, > 200mA (Io)",150V,820mV @ 3A,,,"DO-214AA, SMB",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/b1/7c/c6/54/f8/5e/40/ef/CD00003323.pdf/files/CD00003323.pdf/jcr:content/translations/en.CD00003323.pdf,DIODE SCHOTTKY 150V 3A SMB,Surface Mount,,2,175°C (Max),,STMicroelectronics,,,
DIODE,S320,diodes\Diode,,,3A,7µA @ 200V,30ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,900mV @ 3A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/S320-D.pdf,DIODE SCHOTTKY 200V 3A DO214AA,Surface Mount,,2,-65°C ~ 150°C,,ON Semiconductor,,,
DIODE,B160B-13-F,diodes\Diode,,"110pF @ 4V, 1MHz",1A,500µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 1A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds13002.pdf,DIODE SCHOTTKY 60V 1A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,SS25,diodes\Diode,,,2A,400µA @ 50V,,"Fast Recovery =< 500ns, > 200mA (Io)",50V,700mV @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/SS29-D.pdf,DIODE SCHOTTKY 50V 2A DO214AA,Surface Mount,,2,-65°C ~ 125°C,,ON Semiconductor,,,
DIODE,B270-13-F,diodes\Diode,,"75pF @ 4V, 1MHz",2A,7mA @ 70V,,"Fast Recovery =< 500ns, > 200mA (Io)",70V,790mV @ 2A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds30021.pdf,DIODE SCHOTTKY 70V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,B320B-13-F,diodes\Diode,,"200pF @ 4V, 1MHz",3A,500µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,500mV @ 3A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/B320B-B360B_Rev10-2.pdf,DIODE SCHOTTKY 20V 3A SMB,Surface Mount,,2,-55°C ~ 150°C,,Diodes Incorporated,,,
DIODE,STPS2L40U,diodes\Diode,,,2A,220µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,430mV @ 2A,,,"DO-214AA, SMB",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/ca/8a/ee/ed/5b/ef/47/60/CD00002299.pdf/files/CD00002299.pdf/jcr:content/translations/en.CD00002299.pdf,DIODE SCHOTTKY 40V 2A SMB,Surface Mount,,2,150°C (Max),,STMicroelectronics,,,
DIODE,SSB44-E3/5BT,diodes\Diode,,,4A,400µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,490mV @ 4A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88884/ssb43l.pdf,DIODE SCHOTTKY 40V 4A DO214AA,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,MBRS2H100T3G,diodes\Diode,,,2A,8µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,790mV @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MBRS2H100-D.PDF,DIODE SCHOTTKY 100V 2A SMB,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,SSB44-M3/5BT,diodes\Diode,,,4A,400µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,490mV @ 4A,,,"DO-214AA, SMB",,,,,DIODE SCHOTTKY 4A 40V DO214AA,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS22,diodes\Diode,,,2A,400µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,500mV @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/SS29-D.pdf,DIODE SCHOTTKY 20V 2A DO214AA,Surface Mount,,2,-65°C ~ 125°C,,ON Semiconductor,,,
DIODE,B290-13-F,diodes\Diode,,"75pF @ 4V, 1MHz",2A,7µA @ 90V,,"Fast Recovery =< 500ns, > 200mA (Io)",90V,790mV @ 2A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds30021.pdf,DIODE SCHOTTKY 90V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,STPS2H100UY,diodes\Diode,,,2A,1µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,790mV @ 2A,,,"DO-214AA, SMB",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/91/f6/88/9c/26/3e/43/cb/CD00284942.pdf/files/CD00284942.pdf/jcr:content/translations/en.CD00284942.pdf,DIODE SCHOTTKY 100V 2A SMB,Surface Mount,,2,-40°C ~ 175°C,,STMicroelectronics,,,
DIODE,STPS2200U,diodes\Diode,,,2A,5µA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,800mV @ 2A,,,"DO-214AA, SMB",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/45/e0/14/af/f3/cb/48/18/DM00079880/files/DM00079880.pdf/jcr:content/translations/en.DM00079880.pdf,DIODE SCHOTTKY 200V 2A SMB,Surface Mount,,2,-40°C ~ 175°C,,STMicroelectronics,,,
DIODE,SS26-E3/52T,diodes\Diode,,,2A,400µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88748/ss22.pdf,DIODE SCHOTTKY 60V 2A DO214AA,Surface Mount,,2,-65°C ~ 125°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS24-E3/52T,diodes\Diode,,,2A,400µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88748/ss22.pdf,DIODE SCHOTTKY 40V 2A DO214AA,Surface Mount,,2,-65°C ~ 125°C,,Vishay Semiconductor Diodes Division,,,
DIODE,B360BQ-13-F,diodes\Diode,,"200pF @ 4V, 1MHz",3A,500µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 3A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/B340BQ-B360BQ.pdf,DIODE SCHOTTKY 60V 3A SMB,Surface Mount,,2,-55°C ~ 150°C,,Diodes Incorporated,,,
DIODE,STPS1H100UY,diodes\Diode,,,1A,4µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,770mV @ 1A,,,"DO-214AA, SMB",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/78/fd/b6/be/4e/9a/4e/03/CD00284815/files/CD00284815.pdf/jcr:content/translations/en.CD00284815.pdf,DIODE SCHOTTKY 100V 1A SMB,Surface Mount,,2,-40°C ~ 175°C,,STMicroelectronics,,,
DIODE,VSSB310-M3/52T,diodes\Diode,,"230pF @ 4V, 1MHz",1.9A,250µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,700mV @ 3A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/89932/vssb310-m3.pdf,DIODE SCHOTTKY 100V 1.9A DO214AA,Surface Mount,,2,-40°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS210-E3/52T,diodes\Diode,,,1.5A,30µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,750mV @ 1A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88749/ss29.pdf,DIODE SCHOTTKY 100V 1.5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,NRVBS260T3G,diodes\Diode,,,2A,200µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,630mV @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MBRS260T3-D.PDF,DIODE SCHOTTKY 60V 2A SMB,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,SBRS8190T3G,diodes\Diode,,,1A,500µA @ 90V,,"Fast Recovery =< 500ns, > 200mA (Io)",90V,750mV @ 1A,,,"DO-214AA, SMB",,,,http://www.onsemi.com/pub/Collateral/MBRS1100T3-D.PDF,DIODE SCHOTTKY 90V 1A SMB,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,S210,diodes\Diode,,,2A,400µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/SS29-D.pdf,DIODE SCHOTTKY 100V 2A DO214AA,Surface Mount,,2,-65°C ~ 125°C,,ON Semiconductor,,,
DIODE,NRVBS2040LT3G,diodes\Diode,,,2A,800µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,430mV @ 2A,,,"DO-214AA, SMB",,,,http://www.onsemi.com/pub/Collateral/MBRS2040LT3-D.PDF,DIODE SCHOTTKY 40V 2A SMB,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
